Sample	chr1	chr2	chr3	chr4	chr5	chr6	chr7	chr8	chr9	chr10	chr11	chr12	chr13	chr14	chr15	chr16	chr17	chr18	chr19	chr20	chr21	chr22	chrX	chrM	chr22_KI270733v1_random	chrUn_GL000220v1
C-215_1	1.0241606013335074	0.7592024341011945	0.6081558937820639	0.3327116750784399	0.6620516064120302	0.7768752701908819	0.7523116802786562	0.6023530753352333	0.7873472973784287	0.6084537283335659	1.2747851400314842	1.749335465928914	0.36516888605341813	0.5794995705889912	0.8924936908984259	1.6483373091280462	2.2400469835978716	0.30239225732503444	2.5419397077017893	1.4940742167288315	4.781830331680586	0.9534835628333307	0.5638930903253365	2879.7886560561033	591.2851278957235	644.5021143160175
C-215_2	1.005275024784464	0.7469837618289736	0.5861380416130788	0.32466434166506225	0.6428603167546632	0.757496142297612	0.7310270399078579	0.579823512646624	0.785272696139881	0.5845346493728463	1.2623375015924971	1.7304478290419856	0.35854786488850077	0.5586334940575768	0.8696914241973516	1.5973569615283083	2.198271626379178	0.29482571725917234	2.498205164858232	1.4637575386290438	5.319714184562334	0.9403028019554538	0.5451806486201503	3244.7300772465014	664.3751108959386	723.5780669333994
C-215_3	0.9128988684374474	0.6724993965279749	0.5216059779002752	0.2989208276502037	0.5720111343441374	0.6686176465505448	0.6471147255114033	0.5172508239895736	0.708621549524999	0.5111754142675159	1.099073135218171	1.485593631957018	0.3347260808726712	0.51187185776168	0.7697739133252294	1.425164693802141	1.9263755402464677	0.26584684409088505	2.11282363548952	1.277537021482406	8.066935671911812	0.8215052088097874	0.47906334926669747	4937.302333169405	1048.6104235227117	1144.0434804640272
C-354_1	0.965141271045527	0.7159772287810072	0.6115916359415234	0.28417773651960165	0.7041840425865027	1.0087287726381398	0.9025622114686402	0.7531693004061767	0.9940742821773503	0.6070855545194519	1.2584655054866987	1.3472388528602672	0.2435396720135279	0.6388001824833047	0.6452585286176692	1.076589249483551	2.6676992785899296	0.30830555630358414	2.3457550121202817	0.8500946620273311	5.804949496984737	1.0755250926075353	0.35357318474367805	2498.6923110864177	746.632792752993	814.1387227829963
C-354_2	0.9860453066768529	0.7762261946520497	0.650216406902781	0.31569000953837123	0.7419406792177152	1.0361276002284647	0.933040077778638	0.7812391292444396	1.0041681844233745	0.6252876337168403	1.2575662501024694	1.3796007001668302	0.26920190571959496	0.6737888684150166	0.6724721368544566	1.0253712943774993	2.569846574031189	0.3360625860879629	2.2136767317126056	0.8510330897980385	5.267609258639461	1.0239199747438068	0.36165467247506444	2645.611100120877	663.3765167315519	725.9994499972422
C-354_3	1.0067075290305836	0.7498408545250461	0.634070917648147	0.30171909842637507	0.7239940016236518	1.0257183735952462	0.9180245721088998	0.7593785769354938	1.0141353224997345	0.6127610318330837	1.2691079909813057	1.3851587983385771	0.25655890330197234	0.6628293421728009	0.6841222085941705	1.0643015618674836	2.6649550370188826	0.3232233824386486	2.299830164727675	0.8612177256077843	4.974976651527341	1.0671843906105236	0.3628257281595902	4178.165353164477	627.1170488438748	684.8927280808291
P29-215_1	0.9555230864743357	0.7145520484252825	0.5680082071543565	0.31439293456760864	0.6158488491220261	0.7166831842409102	0.6993188898613559	0.5689116358922927	0.7247965526127519	0.5711131977199643	1.1764437562489307	1.6033501476173744	0.34670106619766017	0.5413764947890736	0.8235909363176706	1.538991119993201	2.0490279708712054	0.285875471799591	2.300476364072919	1.3814333940153485	6.731110128342732	0.876878476550159	0.5229689189642097	2909.163548273227	866.2408780454241	945.5079771286513
P29-215_2	1.0137980713056214	0.7398505733095677	0.5801839794145788	0.32273499546218165	0.6338073914476509	0.7530770823433541	0.7213960294320217	0.5702675056703309	0.7818972404905962	0.5734688854280346	1.2370485937784124	1.6845746560784964	0.36597832905600974	0.5488935771792798	0.8556054624098679	1.5715197477451504	2.139699095209678	0.2898911705348781	2.4141828477969782	1.4280589982742558	5.188015128681621	0.9199636235586633	0.533115360356362	6158.661781039487	650.2473098702491	708.9932635499001
P29-215_3	0.9910769336451453	0.717265717088312	0.5600922142566224	0.31741112253350967	0.6108487657054751	0.7182128579527682	0.7005848470439481	0.5555931992164731	0.763754031401315	0.5567234996515718	1.2075165034699473	1.6029948291737288	0.3545028254748487	0.5315246500077798	0.8338742085057824	1.6056720195675067	2.120229590528892	0.283225219314171	2.341253703985665	1.4134535300415885	5.833083893445622	0.906083232523998	0.5191413116998018	6275.808270721291	738.284911042563	804.5497098960471
P29-354_1	0.9652255344093223	0.7219061222592859	0.6068855753664448	0.28214754798881064	0.7056749530413963	1.022821897391755	0.8957577752626272	0.7449953084827002	0.9930256649714163	0.6030272582651489	1.2721848505092577	1.3819415276959484	0.24327613795791686	0.634597384514042	0.6520411046042748	1.0398048872855308	2.6540685443418304	0.30874496836872034	2.327338950371753	0.8489159260387762	5.916381002988564	1.0564791476639794	0.3541861608996571	1919.7558095464067	758.0888728150622	829.3452698531969
